id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
741,White Tiger Kung Fu,"1990 Westwood Blvd, Ste 105, west la, CA 90247",(310) 446-5566,NULL,whitetigerschools.com,"Mon 2:00 pm - 10:00 pm;
Tue 2:00 pm - 10:00 pm;
Wed 2:00 pm - 10:00 pm;
Thu 2:00 pm - 10:00 pm;
Fri 2:00 pm - 10:00 pm;
Sat 10:00 am - 2:00 pm;
Sun 9:00 am - 12:00 pm","Traditional Southern Shaolin Kung Fu, Qi-Gong, and Meditation Trainer
Original school location started in West LA Area 2001. Southbay Location started 2016 focused on Authentic Traditional Type of Training atmosphere",https://s3-media0.fl.yelpcdn.com/bphoto/MRF0mEeAM2afuXRYsSHNNg/l.jpg,5
742,DKM Golf,"6900 W Manchester Ave, Los Angeles, CA 90045",(310) 649-9173,NULL,dkm.golf,"Mon Closed;
Tue 8:00 am - 8:30 pm;
Wed 8:00 am - 8:30 pm;
Thu 8:00 am - 8:30 pm;
Fri 8:00 am - 6:00 pm;
Sat 8:00 am - 6:00 pm;
Sun 10:00 am - 6:00 pm","We teach players of all levels how to play golf.  Instruction available for the full swing, chipping/pitching, putting, and on-course game management.
I have been teaching golf for about 5 years now at Westchester Golf Course",https://s3-media0.fl.yelpcdn.com/bphoto/nHRqsv6I-fKbQStKM1PJUA/l.jpg,4
743,Z Ultimate Self Defense Studios,"10577 W Pico Blvd, Westwood, CA 90064",(310) 441-2344,NULL,zultimate.com,"Mon 12:00 pm - 9:00 pm;
Tue 12:00 pm - 9:00 pm;
Wed 12:00 pm - 9:00 pm;
Thu 12:00 pm - 9:00 pm;
Fri 12:00 pm - 8:00 pm;
Sat 9:00 am - 3:00 pm;
Sun 9:00 am - 3:00 pm","The Ultimate in Personalized Martial Arts Instruction
Z-Ultimate Self Defense Studios, LLC - ZUSDS - is a part of a family of martial arts companies formed with one goal in mind - to provide Z-Ultimate martial arts experience for students and their families by providing life changing and character building experiences through world-class personalized martial arts instruction. It is the largest martial arts company of its kind, with locations in the Midwest and on the West Coast",https://s3-media0.fl.yelpcdn.com/bphoto/O3TyWd__2xI5IsWPSILQPQ/o.jpg,6
744,YogaWorks Westwood,"1256 Westwood Blvd, Los Angeles, CA 90024",(310) 234-1200,NULL,yogaworks.com,,"We're excited to bring the entire YogaWorks community together through our new live streaming class option, which will live stream a selection of our classes from across the country! Get ready to explore new teachers as you continue your journey with us online and easily find that perfect class to fit any mood.
The founders of YogaWorks, Maty Ezraty and Chuck Miller believed in Yoga's power to change lives. They came together from different parts of the world, from different Yoga disciplines, and from different life experiences to share a passion for, and commitment to, bringing Yoga to more people. They did not aspire to be businessmen or trendsetters; they were first and foremost students, teachers, and practitioners. They got on their mats to practice everyday - it's how they lived and grew.When they founded their school, they saw an opportunity, indeed an obligation, to bring together many styles of Yoga under one generous, open, flowing umbrella - YogaWorks. They sought to uphold the 5,000-year-old tradition of Yoga by infusing their programs with integrity, quality, authenticity, and accessibility to all who came through their doors. Their hearts and minds were always open. And their vision inspired thousands",https://secure-cf-c.ooyala.com/ltOWd4YzE619cXmIjyiVJ-FlrXoNHJ0v/Ut_HKthATH4eww8X4xMDoxOjBhOzV3Va,153
745,CorePower Yoga,"1031 Glendon Ave, Los Angeles, CA 90024",(213) 810-3153,NULL,corepoweryoga.com,"Mon 6:00 am - 10:00 pm;
Tue Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Wed Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Thu Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Fri Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Sat Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Sun Closed & Special hours;
Normally  & 6:00 am - 10:00 pm;
Tue  & 5/26/2020 Closed;
Wed  & 5/27/2020 Closed;
Thu  & 5/28/2020 Closed","Breathe, flow, sweat - together. Discover the magic that happens when physical meets mindful. The power of practice is yours - wherever you are. While our 200+ studios are temporarily closed, keep up your practice from home. Subscribe to access 300+ online yoga, sculpt and meditation classes with CorePower Yoga On Demand. Or connect in real-time classes streaming 7 days a week on CorePower Live where we can flow together - even when apart. And tune into Instagram and Instagram Live @corepoweryoga for daily moments of yoga and mindfulness. #LiveYourPower
When a serious climbing accident left him with six permanent screws in his shattered ankle, CorePower Yoga Founder and CEO Trevor Tice experienced first hand the benefits of yoga.  An avid outdoorsman, Trevor was left searching for an exercise to replace the running, climbing and other physically challenging activities no longer accessible to him.  He found yoga and was hooked.  In 2002, Trevor opened the first CorePower Yoga studio on Grant Street in downtown Denver, Colorado.  CorePower Yoga strives to increase awareness and widespread adoption of yoga by making yoga accessible to everyone, through a variety of yoga styles, for beginners and more advanced yoga students, and yoga class times to meet any schedule.CorePower Yoga provides a challenging yoga class that allows our students to see benefits in all areas of their lives",https://s3-media0.fl.yelpcdn.com/bphoto/vJ5dZRs3i8NMr1zubgMZFw/l.jpg,77
746,GROOV3,"10936 Santa Monica Blvd, La Dancefit, Los Angeles, CA 90025",(310) 473-3530,NULL,GROOV3.com,"Mon Closed;
Tue Closed;
Wed 8:35 pm - 9:35 pm;
Thu Closed;
Fri Closed;
Sat Closed;
Sun Closed",,,0
747,Ecstatic Dance LA,"2244 Westwood Blvd, Los Angeles, CA 90064",(424) 212-9011,NULL,ecstaticdancela.com,,"Ecstatic Dance LA weaves together world class DJs, immersive sound journeys, and free-form movement. It's a substance-free, all ages community celebration where you can simply BE yourself, and experience rejuvenation and inspiration through connection, dance &amp; music.
",https://s3-media0.fl.yelpcdn.com/bphoto/dWHJWDY7AjMRtKE5co0kkA/l.jpg,3
748,Lotus Physical Therapy,"11710 Wilshire Blvd, Pacific Coast Physical Therapy, Los Angeles, CA 90025",(310) 494-1422,NULL,lotusptcorp.com,"Mon 7:00 am - 7:00 pm;
Tue 7:00 am - 6:00 pm;
Wed 7:00 am - 7:00 pm;
Thu 7:00 am - 7:00 pm;
Fri 7:00 am - 7:00 pm;
Sat 8:00 am - 3:00 pm;
Sun Closed","We are a one-stop shop for all things Physical Therapy! We are in-network with most insurance companies. Our customers love our open floor space and individualized approach to rehab. We specialize in you!
We started out as a one-person clinic in Santa Monica in 2004. Since then, we have grown to four Physical Therapists and 5 support staff, Pilates, personal training, yoga, holistic services. We have also moved to West LA to be near all the action! We are now part of a larger and more comprehensive team of medical providers including several orthopedic surgeons and chiropractors",https://s3-media0.fl.yelpcdn.com/bphoto/fv7W8776rqbDyekD2-KoFw/l.jpg,22
749,Ballroom Dance Academy,"1941 Westwood Blvd, L A Dance Experience, Los Angeles, CA 90025",(888) 332-6236,NULL,ballroomdanceacademy.com,,,,0
750,Gravitas,"Los Angeles, CA 90066",(310) 692-8530,NULL,BeGravitas.com,"Mon 10:00 am - 7:00 pm;
Tue 10:00 am - 7:00 pm;
Wed 10:00 am - 7:00 pm;
Thu 10:00 am - 7:00 pm;
Fri 10:00 am - 7:00 pm;
Sat 12:00 pm - 5:00 pm;
Sun Closed","Ready to find your life partner? Manifest your soulmate by dissolving the subconscious barriers you have built against it. Until you make the unconscious conscious, it will direct your life and you will call it fate. -C.G. JungServing clients locally in LA, and virtually Global. Vanessa is a Spiritual Psychologist, NLP Master (Neuro-Linguistic Programming), expert in Personal Development, Hypnosis, Time-Line Therapy, Theta Healing, Life Coach, Yoga, Meditation, Counseling, Habit Change and Self Growth
Gravitas is a love coaching company, guiding successful women towards true love. Get unstuck, change unwanted habits, find love, more clarity and fulfillment. The process can even be fun!",https://s3-media0.fl.yelpcdn.com/bphoto/UiDfInqW_KiKDFDHwKhhtQ/l.jpg,13
751,The Floor Dance Academy,"10587-B W Pico Blvd, Los Angeles, CA 90064",(424) 465-9080,NULL,thefloordanceacademy.com,"Mon 1:30 pm - 2:30 pm & 3:00 pm - 7:30 pm;
Tue 10:15 am - 11:00 am & 3:00 pm - 7:30 pm;
Wed 3:30 pm - 7:45 pm;
Thu 10:15 am - 11:00 am & 12:30 pm - 1:15 pm 4:00 pm - 7:30 pm;
Fri 3:30 pm - 6:00 pm;
Sat 9:00 am - 2:00 pm;
Sun Closed","Premier dance studio in the heart of Los Angeles, Westwood.  We provide an atmosphere focused on students ages 3 &amp; up. Our goal is to create a passion, vision and drive for our students and cultivate their dance and performing arts abilities. The Floor is a non-competitive, high level training studio with teachers who work professionally in Los Angeles and care about the level of ability kids of this generation can potentially reach. We have the ability to expose the students to so many styles and genres of dance as well as providing opportunities like utilizing industry guest artists to come in for Q&amp;A's, workshops, and masterclasses.
",https://s3-media0.fl.yelpcdn.com/bphoto/sIMNQjLV6oqNC0iPORBYrg/l.jpg,11
752,Profitable Pilates,"2076 Westwood Blvd, Los Angeles, CA 90024",(310) 889-4453,NULL,profitablepilates.com,,"Profitable Pilates is a Consulting Business for Pilates Instructors, Yoga Instructors, Personal Trainers and more. Lesley's coaching is available in person or online. One on one and group workshops are available. Lesley's unique training is tailored to your goals for your career. Wether you own a studio, work for one, rent space or have clients in your home Lesley helps you find the keys to making your business as busy as you want. Profitable Pilates: Everything but the Exercises!
As Lesley quickly grew her Pilates business she took over as Studio manager of Equinox Westwood. Realizing that her sales and management skills were necessary to growing a studios business Lesley dedicated her time to helping other teachers grow their business. Upon becoming a Lululemon Ambassador Lesley began using Goal Setting and coaching to help teaches set attainable goals that kept them on the path to their vision. Lesley also saw a need for those thinking of becoming an instructor to have a way to navigate all the schools of Pilates. Then after apprentices had completed their program Lesley saw a gap. All this knowledge...Now WHAT?  Lesley wrote and published Profitable Pilates for new teachers, and experienced Pilates Instructors to help them see all the different ways they can grow as teachers. Lesley's book is a great resource to carry with you. To go deeper you can higher Lesley to coach you or for Studio owners the whole studio",https://s3-media0.fl.yelpcdn.com/bphoto/cn3ekmWix3IzXWAqwbHezA/o.jpg,0
753,Jesse's Fitness & Wellness Remote Online,"819 Wilshire Blvd, Santa Monica, CA 90401",(310) 804-9801,NULL,jessegaynor.net,"Mon 7:00 am - 9:00 pm;
Tue 7:00 am - 9:00 pm;
Wed 7:00 am - 9:00 pm;
Thu 7:00 am - 9:00 pm;
Fri 7:00 am - 9:00 pm;
Sat 7:00 am - 6:00 pm;
Sun 7:00 am - 6:00 pm","Jesse is STILL seeing clients! ONLINE Remote only now. Using FaceTime, Zoom, or Skype. Ixe2x80x99ve transitioned ALL my clients! It works! Try a free session with me to find out! Jesse is a master trainer with the use of Dumbbells, Barbells, Kettlebells, bodyweight exercises, TRX Suspension training, circuits, supersets, dynamic sets, reps and tempo, bodybuilding, physical therapy for mobility, powerlifting, functional movement training for gate pattern, high intensity interval training or burst training (HIIT), treadmill, spinning, elliptical, row machine, swimming, stability ball, bosu ball, resistance bands and cables, plyomentrics in power, speed, and agility, foam rolling, boxing, primal movement, sport specific training, marathon training, Spartan Race and Tough Mudder training.
Not only will you get in the BEST SHAPE of your life but you also will align your body so it works and functions better then it ever has AND in the process ELIMINATE any aches, PAINS or injuries you have!In Addition, i will also create a customized nutrition and meal plan!I have 12 years of experience as a personal trainer and degrees in exercise science &amp; nutrition from USC.Contact me for a free one-hour session to see if we fit!",https://s3-media0.fl.yelpcdn.com/bphoto/eylzUPrwp0LD7kJKHVh1zg/l.jpg,17
754,Abadi Kambiz DMD,"2362 Westwood Blvd, Ste 1, Los Angeles, CA 90064",(310) 441-9899,NULL,,,,,0
755,Mahaprana - Integrative Empowerment,"Los Angeles, CA 90025",(310) 752-9020,NULL,mahaprana.co,"Mon Closed;
Tue 9:00 am - 7:00 pm;
Wed 9:00 am - 7:00 pm;
Thu 9:00 am - 7:00 pm;
Fri 9:00 am - 5:00 pm;
Sat 9:00 am - 3:00 pm;
Sun Closed","I offer integrative empowerment coaching programs &amp; intensives that blend practical strategy with transformational work, healing modalities, spiritual mentorship, and self-facilitated practices for accelerated &amp; lasting results. Get results in MONTHS, not years.Whatever it is that's keeping you from sharing your unique gifts and stepping into all that you truly are, I'm here to help you move through it and create a life you'll love more than you ever thought possible. I help individuals transform their obstacles, reclaim their power, gain confidence, and move into deeply satisfying work and life experiences rich with meaning, connection, and reward. Healing modalities integrated with coaching (some offered separately): BreathworkCrystal HealingIntuitive Divine Energy HealingPranic Healing &amp; Pranic PsychotherapyJourney Work, Sound Healing &amp; Guided Meditation.
In 2007, Elissa spontaneously opened up to her healing gifts in a way that only the Universe could arrange-- an acute injury that found her unable to move from the waist-down upon awakening. After hours of laying immobile, she was struck with sudden insight and found herself reflexively performing a series of self-healing maneuvers that brought her to standing in 20 minutes. This astounding healing encounter immediately redirected her life &amp; career path. For over a decade, she's explored and practiced numerous forms of CAM therapies to deepen and master the healing tools she engaged with that day. In this time, she witnessed countless effective treatments and acquired knowledge, wisdom, and skills from the many generous expert practitioners who crossed her path. These experiences have invaluably informed her current-day practice, where she continues to employ the most effective healing and personal-development tools she comes across on her ongoing healing &amp; self-empowerment journey",https://s3-media0.fl.yelpcdn.com/bphoto/n6d0JnEzlrujeQhlydG3Pg/l.jpg,2
756,Reiki Is Life,"North Hollywood, CA 91602",(917) 202-0979,NULL,darajewett.wixsite.com/reikiis…,"Mon 9:00 am - 9:00 pm;
Tue 9:00 am - 9:00 pm;
Wed 9:00 am - 9:00 pm;
Thu 6:00 pm - 9:00 pm;
Fri 6:00 pm - 9:00 pm;
Sat 6:00 pm - 9:00 pm;
Sun 1:00 pm - 7:00 pm","Dara Jewett was a born healer and spend years traveling in South America and South Asia studying with indigenous healers. She is a certified Reiki Master, Spiritual Life Coach, Meditation Guide and Munay Ki Shaman but as natural intuitive empath and lighteworker, she is able to utilize other healing techniques as well. She performs chakra cleansing, cord cutting, past life regressions, home cleansing, entity clearing, terot, essential oil raindrop healing, crystal healing, sound healing and more. She has transformed her life by appling the 12 Universal Laws and daily affirmations. One session with Dara will transform your life in numerous ways. She can help with pain reduction, anxiety, depression, life blockages, insomnia, mental clarity, energy and more. Contact Dara Today to book your appointment for Reiki, chakra, spiritual life coaching, transition coaching, past life regressions or to speak with her to create a personalized healing program. Peace, light and love!
Reiki is Life began to guide people through inner and outer transformations. Humanity is plagued with a misunderstanding of health and how their bodies maintain health in mind, body and soul. Many people are undergoing many inner struggles with purpose, happiness and direction. They are taking pills to numb symptoms but not healing the root of the pain. With an intense need to help heal, educate, awaken and transform society, Reiki is Life was born. The seeds we plant produce the fruit we reap, I am planting seeds for a future where humanity can live healthy, happy, peaceful and loving lives",https://s3-media0.fl.yelpcdn.com/bphoto/-CPX__73WAVgKHQNHbyS2A/l.jpg,0
757,Urban Golf Performance,"2234 S Sepulveda Blvd, Los Angeles, CA 90064",(310) 993-6323,NULL,urbangolfperformance.com,"Mon 6:00 am - 9:00 pm;
Tue 6:00 am - 9:00 pm;
Wed 6:00 am - 9:00 pm;
Thu 6:00 am - 9:00 pm;
Fri 6:00 am - 7:00 pm;
Sat 6:00 am - 4:00 pm;
Sun 7:00 am - 4:00 pm","Urban Golf Performance has everything to improve any golfer. It does not matter if you are a beginner or tour pro.
Urban Golf Performance (UGP) is a 5-star Golf Performance Club that improves any golfer. Urban Golf Performance offers Tour-level golf instruction, golf-specific fitness training, recovery services, master club fitting, and expert club building. We offer the most comprehensive golf learning experience available in the game. We train NCAA championship golf teams, PGA tour players and complete beginners. When you come to Urban Golf Performance, we will tell you exactly what you need to improve your game, regardless of playing level",https://s3-media0.fl.yelpcdn.com/bphoto/m896QYw3ETLXwtXKFPDiAA/l.jpg,55
758,Ma Yoga Westwood - Sinai Akiba Parenting Center,"10400 Wilshire Blvd, Westwood, CA 90024",(323) 680-5355,NULL,mayoga.com/locations/prenatal-…,,,,0
759,Be Like Water Tai Chi,"600 Comstock Ave, Westwood, CA 96137",(323) 543-5923,NULL,belikewatertaichi.com,"Mon Closed;
Tue Closed;
Wed 8:30 am - 10:30 am;
Thu Closed;
Fri Closed;
Sat Closed;
Sun Closed","At Be Like Water Tai Chi we teach Yang style Tai Chi and Qigong. * Our teachers are Attentive, skilled, experienced, knowledgeable and companionate. Small groups with personal attention Non competitive environment In Depth study of Tai Chi: Extensive foundation work that helps build a stronger more flexible and balanced body working on your muscles tenders ligaments bones Study of the forms and routines - connect your mind body and spirit. Emphasize on deeper understanding of core principles of Tai Chi Breath work to lower stress and brighten up your heart and soul. Out door classes: Tai Chi and Qigong emphasize on being natural, moving natural without stressing the body in a natural environment. our classes take place outdoors with fresh air protected in the summer by shade and in the winter by cover. * Helps raise your immune system, connection to the environment. No need for equipment or special environment in order to better yourself you can exercise anywhere.
",https://s3-media0.fl.yelpcdn.com/bphoto/y0s5iwdbCF1lWpa0CfOovA/o.jpg,0
760,Zen Moves,"1365 Westwood Blvd, Los Angeles, CA 90024",,NULL,,,,,0
762,BollyPop,"2131 John Wooden Ctr, Los Angeles, CA 90095",(818) 217-6798,NULL,bollypopla.com,"Mon 9:00 am - 5:00 pm;
Tue 9:00 am - 5:00 pm;
Wed 9:00 am - 5:00 pm;
Thu 9:00 am - 5:00 pm;
Fri 9:00 am - 5:00 pm;
Sat 9:00 am - 5:00 pm;
Sun 9:00 am - 5:00 pm","Choreography and dance fitness classea for all ages in Southern California.
",https://s3-media0.fl.yelpcdn.com/bphoto/K_B6dJsbR31DjpM4AbxxNQ/l.jpg,2
763,Rachel Whiting at Pilates Westwood,"1309 Westwood Blvd, Los Angeles, CA 90024",(310) 866-8866,NULL,pilateswestwood.com,,,,0
764,Pacific Arts Center & Dance Studios,"10469 Santa Monica Blvd, Los Angeles, CA 90025",(310) 481-9966,NULL,pacificartscenter.com,"Mon 10:00 am - 7:30 pm;
Tue 10:00 am - 7:30 pm;
Wed 10:00 am - 7:30 pm;
Thu 10:00 am - 7:30 pm;
Fri 10:00 am - 5:00 pm;
Sat 9:00 am - 5:00 pm;
Sun Closed","Located on the Westside of Los Angeles, we offer a broad and diverse range of dance classes for both adults and children.Our adult classes include workouts such as Zumba, Persian/Belly Dance Workout, Cardio Salsa, Afro-Vibe, and more, as well as instructional classes in Argentine Tango, Raqs Sharqi Belly Dance, Pole Dancing, Burlesque, and Broadway Jazz!Our children dance classes (ages 3-14) include Hip Hop, Jazz, Pre-Ballet, Ballet, Belly Dance, Musical Theater, and Persian cultural dance classes. Private and semi-private dance instruction is available with several of our dance teachers. Prices of classes vary depending on level of expertise and requirements of instructor.Summer camp and winter camp include dances classes, ceramic classes and painting classes. Please check out our dance class schedule for times.Our beautiful studio and garden patio are available for RENTAL year-round. We enjoy a cross-cultural community of both students and artists who rent our studio spaces for classes and rehearsals. Pacific Arts Center is a broad-based cultural center. Although, the emphasis is dance class instruction, our facilities host a range of activities, including art exhibits, lectures and dance parties.
",https://s3-media0.fl.yelpcdn.com/bphoto/UhGqvlhO4CEhp79Ld4l8WA/l.jpg,27
765,Michael Shiffman & The Insight Center,"1404 Greenfield Ave, Ste 1, Los Angeles, CA 90025",(310) 445-2160,NULL,insightcenter.org,"Mon Closed;
Tue 10:00 am - 8:00 pm;
Wed 10:00 am - 8:00 pm;
Thu 10:00 am - 8:00 pm;
Fri Closed;
Sat Closed;
Sun Closed","The Insight Center brings together traditional Buddhist teachings, mindfulness meditation and somatic therapy.   We teach traditional mindfulness meditation and body psychotherapy workshops.   Our trainings are for the general public and  psychotherapists.  We provide psychotherapy to individuals, couples and families.  Our goal is to help our students and clients to lead fulfilling lives.
The Insight Center grew out of LA Dharma, a non-sectarian Buddhist meditation organization. Through LA Dharma we hosted meditation retreats, sitting groups and mindfulness classes from 2000 to 2006.  In 2006, we acquired our physical space and formed the Insight Center to continue the legacy of LA Dharma while offering somatic practices to more deeply support our students. With our permanent home, we began to offer clinical trainings and psychotherapy services, and in October 2007, we launched our Continuing Education Program for mental health professionals with authorization from the American Psychological Association, the California Board of Behavioral Sciences and the California Board of Registered Nursing.While we continue to offer classical Buddhist teachings and courses in mindfulness meditation, our clinical specialty focuses on healing early developmental trauma. We collaborate with some of the nation's foremost clinicians and teachers, and have recently expanded our faculty",https://s3-media0.fl.yelpcdn.com/bphoto/B-k8h5hjbt_stxja90z10g/l.jpg,2
766,Clickclackfit,"Los Angeles, CA 90094",(937) 545-5278,NULL,clickclackfitness.com,"Mon 5:00 am - 10:00 pm;
Tue 5:00 am - 10:00 pm;
Wed 5:00 am - 10:00 pm;
Thu 5:00 am - 10:00 pm;
Fri 5:00 am - 10:00 pm;
Sat 5:00 am - 10:00 pm;
Sun 5:00 am - 10:00 pm","Stefan has specialized in the following clientele:-Weight Loss Clients-Bodybuilding Competitors-International Students-Professional Dancers-Athletes of all Ages-Mass and Strength Clients-Elderly Clients-College StudentsStefan is the owner of ClickClackFit, he has earned the following credentials:*Bachelor of Science in Education Exercise Science from The Ohio State University*IFBB Professional Natural Bodybuilder*Collegiate Stacked-Student Big Man on Campus Award by Bodybuildingcom*ISSA (International Sports Science Association) Certified Personal Trainer*AFAA (Aerobics and Fitness Association of America) Certified Group Fitness Instructor
Click Clack Fit Personal Training began on The Ohio State University's campus when I was a student studying exercise science. After running a successful personal training business during my college years, I decided it was time to take my business to my dream destination -- LA!  I'm currently training clients in, and around, the Playa Vista area. The majority of my clients train with me at my apartment complex gym. If a gym setting is not for you, I often train individuals in the privacy of their own home or outdoors. Whatever it takes for you to feel comfortable, I'm willing to make happen! Join Team Click ClacK Fit -- let's get YOUR transformation underway!",https://s3-media0.fl.yelpcdn.com/bphoto/4_eyXYmykWPm1WLX0Hij0Q/l.jpg,0
767,Tae Ryong Taekwondo,"2314 Westwood Blvd, Los Angeles, CA 90064",(310) 773-9508,NULL,trtkd.com/la,"Mon 10:00 am - 11:30 am & 3:00 pm - 8:45 pm;
Tue 4:00 pm - 8:45 pm;
Wed 10:00 am - 11:30 am & 3:00 pm - 8:45 pm;
Thu 4:00 pm - 8:45 pm;
Fri 10:00 am - 11:30 am & 3:00 pm - 7:30 pm;
Sat 9:00 am - 11:30 am;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/dGDIgrs68NtmdN26kMAg_A/l.jpg,15
768,Infinite Presence - Kundalini Yoga & Holistic Healing,"La Cañada Flintridge, CA 91011",(424) 333-1615,NULL,infinitepresence.org,"Mon 9:00 am - 9:00 pm;
Tue 9:00 am - 9:00 pm;
Wed 9:00 am - 9:00 pm;
Thu 9:00 am - 9:00 pm;
Fri 9:00 am - 9:00 pm;
Sat 9:00 am - 3:00 pm;
Sun 9:00 am - 3:00 pm","My mission to Empowered Self-Realization &amp; Optimal health . I am here to Serve . I am here  to facilitate process of Awakening, I am here to hold space of Unconditional Love which expedite your spiritual growth and healing in many levels.I am here to facilitate for you an experience beyond the limits of time and space--an experience of the depth of your soul and true identity. This direct experience of your higher self builds a platform of strength, radiance, and security on which to build your life. I am offering Kundalini yoga &amp; meditation, private and groups  classes and also different holistic healing modalities.: Reiki and Karuna Reiki healing sessions,  Clear Light healing, Sat Nam Rasayan healing. Life Couching.  You can become a healer also, You can learn how to heal yourself and other. I teach Reiki Level 1 , Reiki Level 2 a)-Reiki Master Level,3 b)-Master Reiki Teacher. Also In 2017  I  became a member of the Mariory Society and applies shaman practices of the ancient culture of Mauri during the healing sessions. Also in 2017 I traveled for few month throughout Europe, America and Egypt with a group of shamans and masters of different traditions to perform healing work for the benefit and highest good of Mother Earth, Humanity  and all living beings in all worlds.
",https://s3-media0.fl.yelpcdn.com/bphoto/m74_POwLbvV4vMAsy62BDw/l.jpg,14
769,Learn 2 Eat Right,"West Los Angeles, CA 90025",(310) 444-9755,NULL,learn2eatright.com,"Mon 9:00 am - 7:00 pm;
Tue 9:00 am - 7:00 pm;
Wed 9:00 am - 7:00 pm;
Thu 9:00 am - 7:00 pm;
Fri 9:00 am - 5:00 pm;
Sat Closed;
Sun Closed","We specialize in permanent lifestyle change, body composition, weight loss, food sensitivity and having a better relationship with food. You will reduce disease risk, get rid of sugar cravings, sleep better, gain control of emotional eating, be less moody and be more motivated. Since improving one's body composition is one of the healthiest changes an individual can make.Through a quick and painless procedure during your appointment, known as Bioelectric Impedance Analysis we are able to evaluate your metabolic requirements, energy level and ratio of body fat to lean mass. This revolutionary technology is the key to developing a customized, life-changing set of tools for permanent weight loss and optimal health.We understand you want to change your lifestyle but may not have the confidence because of previous experiences. We believe in balanced eating, you will not feel deprived. Give us a call to learn more about the supportive environment that will motive, educate and encourage yo
Being overweight most of her life, Karen understands how hard it is to lose weight and change eating habits. Karen first became interested in nutrition to best care for her own well-being. Karen's devotion to her good health led to her becoming an authority in nutrition and seeking a formal degree in Nutritional Science. Karen is now educating individuals on healthy eating and its impact on disease prevention. In addition to her private practice, Karen was a collaborative partner with the American Heart Association, assisting them in developing nutritional programs. Karen works closely with several physicians and their patients in creating customized programs to assist with pain management as well as preventing chronic health problems and reducing the risk of developing major diseases. Additionally, she often participates in seminars and panels on topics related to healthy living",,22
770,Tango Lessons in LA,"1917 1/2 Westwood Blvd, Ste 5, Los Angeles, CA 90025",(310) 948-4685,NULL,tangolessonsinla.com,"Mon 10:00 am - 9:30 pm;
Tue 10:00 am - 9:30 pm;
Wed 10:00 am - 9:30 pm;
Thu 10:00 am - 9:30 pm;
Fri 1:00 pm - 8:00 pm;
Sat 10:00 am - 5:00 pm;
Sun Closed","Tango Lessons in LA by Q Method brings the heart of Buenos Aires right to LA. We offer group &amp; private lessons, wedding instruction, tango's music, culture, community and more. Join today! Specials available
A Boutique Tango Studio solely dedicated to the art of tango, music and culture. We welcome you to visit us and feel the heart of Buenos Aires right in the middle of Los Angeles. With over 30 years of teaching all levels, we love to share with individuals or couples tango's rich experience that begins with a warm embrace, delicate movement and a moment for yourself. Headed by Marcos Questas and Ruta Maria, your personal journey in beginning tango is one step away.Call us to schedule your visit, meet us and receive a 20% first time coupon just for stopping by. Additionally, at the studio we offer:- A first time private special- Semi- Private classes (beginning 2016)- Wedding lessons and choreography for your first dance- Professional tango program- Tango shows- Tango Fit Program*Real people. Real tango. Let your journey begin..",https://s3-media0.fl.yelpcdn.com/bphoto/UPqZzsSESQiSXL2eiAwGnw/l.jpg,27
771,You Can Tango,"Los Angeles, CA 90064",(310) 562-9340,NULL,youcantango.com,"Mon 10:00 am - 9:00 pm;
Tue 10:00 am - 9:00 pm;
Wed 10:00 am - 9:00 pm;
Thu 10:00 am - 9:00 pm;
Fri 10:00 am - 9:00 pm;
Sat 10:00 am - 9:00 pm;
Sun Closed","Argentinian Tango private dance lessons and group classes by Jordi Caballero.
",https://s3-media0.fl.yelpcdn.com/bphoto/DzAv0XBgfDMxWiD1QGpcnQ/l.jpg,2
772,Quixotic Racing,"2311 S Bentley, Apt 1, Los Angeles, CA 90064",(310) 270-5993,NULL,quixoticracing.com,"Mon 6:00 am - 8:00 pm;
Tue 6:00 am - 8:00 pm;
Wed 6:00 am - 8:00 pm;
Thu 6:00 am - 8:00 pm;
Fri 6:00 am - 8:00 pm;
Sat 6:00 am - 8:00 pm;
Sun 6:00 am - 8:00 pm",,,0
773,Grace Personal Training,"Santa Monica, CA 90401",(310) 873-7493,NULL,gracelaight.com,"Mon 7:00 am - 8:00 pm;
Tue 7:00 am - 8:00 pm;
Wed 7:00 am - 8:00 pm;
Thu 7:00 am - 8:00 pm;
Fri 7:00 am - 5:00 pm;
Sat 8:00 am - 12:00 pm;
Sun Closed","Grace Personal Training, offers a comprehensive training service, tailor made for the individual. Grace specialises in strength and conditioning and female led boxing coaching.
Grace Personal Training is a relatively new business set up on the Westside in 2016. Grace believes fitness should be for everybody and tries to keep costs low for clients, while still offering a fun and comprehensive service. Fitness should be inclusive, not exclusive and the ethos behind Grace Personal Training is it should be fun, functional and for everyone",https://s3-media0.fl.yelpcdn.com/bphoto/OpqjoWKaTBHPnLNqKfDBpg/o.jpg,9
